"source_url"	"tecapi_vector_ids"	"tecapi_vector_names"
"http://en.wikipedia.org/wiki/Deadlock"	"245"	"Forced Deadlock"
"http://en.wikipedia.org/wiki/Directory_traversal"	"40"	"Path Traversal"
"http://en.wikipedia.org/wiki/Email_injection"	"25"	"Email Header Injection"
"http://en.wikipedia.org/wiki/File_inclusion_vulnerability"	"43,44"	"PHP Local File Inclusion; PHP Remote File Inclusion"
"http://en.wikipedia.org/wiki/HTTP_Strict_Transport_Security"	"188"	"SSL Stripping"
"http://en.wikipedia.org/wiki/HTTP_header_injection"	"28,50,101"	"HTTP Request Header Injection; HTTP Request Smuggling; HTTP Response Splitting"
"http://en.wikipedia.org/wiki/HTTP_response_splitting"	"101"	"HTTP Response Splitting"
"http://en.wikipedia.org/wiki/Heartbleed"	"258"	"HeartBleed"
"http://en.wikipedia.org/wiki/IP_address_spoofing"	"65"	"Authentication Bypass via IP Spoofing"
"http://en.wikipedia.org/wiki/Integer_overflow"	"230"	"Integer Overflow"
"http://en.wikipedia.org/wiki/JSONP#Security_concerns"	"106"	"JSON Hijacking"
"http://en.wikipedia.org/wiki/Length_extension_attack"	"284"	"Hash Length Extension"
"http://en.wikipedia.org/wiki/Lucky_Thirteen_attack"	"184"	"Lucky 13"
"http://en.wikipedia.org/wiki/Man-in-the-middle_attack"	"202"	"MITM"
"http://en.wikipedia.org/wiki/Mass_assignment_vulnerability"	"49"	"MVC Mass Assignment"
"http://en.wikipedia.org/wiki/NoSQL"	"6"	"SSJS Injection"
"http://en.wikipedia.org/wiki/Non-repudiation"	"160"	"Log Repudiation Attack"
"http://en.wikipedia.org/wiki/Null_character"	"21"	"Null-Byte Injection"
"http://en.wikipedia.org/wiki/OGNL"	"37"	"OGNL Expression Injection"
"http://en.wikipedia.org/wiki/POODLE"	"186"	"POODLE"
"http://en.wikipedia.org/wiki/Padding_oracle_attack"	"176"	"Padding Oracle"
"http://en.wikipedia.org/wiki/Password_policy"	"204"	"Weak Password Policy"
"http://en.wikipedia.org/wiki/Privilege_escalation"	"122"	"Generic User Account Privilege Abuse"
"http://en.wikipedia.org/wiki/ReDoS"	"244"	"ReDOS"
"http://en.wikipedia.org/wiki/Referer_spoofing"	"64"	"Authentication Bypass via Referer Spoofing"
"http://en.wikipedia.org/wiki/Replay_attack"	"201"	"Session Replay"
"http://en.wikipedia.org/wiki/SQL_injection"	"1"	"SQL Injection"
"http://en.wikipedia.org/wiki/SQL_injection#Second_Order_SQL_Injection"	"1"	"SQL Injection"
"http://en.wikipedia.org/wiki/Server_Side_Includes"	"5"	"SSI Injection"
"http://en.wikipedia.org/wiki/Session_fixation"	"120"	"Session Fixation"
"http://en.wikipedia.org/wiki/Session_hijacking"	"190"	"Session Hijacking"
"http://en.wikipedia.org/wiki/Session_poisoning"	"53,54,55,56,57,58,59,60,63,73,74,75,77,82"	"Authentication Bypass via Session Puzzling; Client-Controlled Authentication Status Manipulation; Client-Controlled Configuration Setting Manipulation; Client-Controlled Multiphase Process State Flags Manipulation; Client-Controlled Price Manipulation; Client-Controlled Privilege Manipulation; Client-Controlled Quantity Manipulation; Client-Controlled Sum Abuse; Client-Controlled User Identifier Manipulation; Generic Session Poisoning Attack; Insecure Direct Object Reference; Password Recovery Destination Manipulation via Session Puzzling; Privilege Elevation via Session Puzzling; User Impersonation via Session Puzzling"
"http://en.wikipedia.org/wiki/Shellshock_(software_bug)"	"257"	"ShellShock"
"http://en.wikipedia.org/wiki/Slowloris_(software)"	"247"	"Web Server Thread Occupation"
"http://en.wikipedia.org/wiki/Spoofing_attack#Referrer_spoofing"	"64"	"Authentication Bypass via Referer Spoofing"
"http://en.wikipedia.org/wiki/Time_of_check_to_time_of_use"	"235"	"TOCTTOU File Access Race Condition"
"http://en.wikipedia.org/wiki/Timing_attack"	"269"	"Remote Timing Attack"
"http://en.wikipedia.org/wiki/Transport_Layer_Security"	"193"	"Insecure SSL Protocol Support"
"http://en.wikipedia.org/wiki/Transport_Layer_Security#BEAST_attack"	"179"	"BEAST"
"http://en.wikipedia.org/wiki/Transport_Layer_Security#CRIME_and_BREACH_attacks"	"180,182"	"BREACH; CRIME"
"http://en.wikipedia.org/wiki/Transport_Layer_Security#Padding_attacks"	"176"	"Padding Oracle"
"http://en.wikipedia.org/wiki/Transport_Layer_Security#RC4_attacks"	"183"	"RC4 Attack"
"http://en.wikipedia.org/wiki/Transport_Layer_Security#Renegotiation_attack"	"177"	"SSL Renegotiation"
"http://en.wikipedia.org/wiki/Transport_Layer_Security#Version_rollback_attacks"	"178"	"SSL Version Rollback"
"http://en.wikipedia.org/wiki/URL_redirection#Manipulating_visitors"	"96"	"Unvalidated Redirect"
"http://en.wikipedia.org/wiki/Uncontrolled_format_string"	"20"	"Format String Injection"
"http://en.wikipedia.org/wiki/User:Mitjakolsek/Binary_planting"	"121"	"Remote Binary Planting"
"http://en.wikipedia.org/wiki/WebDAV"	"127,128,129,130,132,135,136,137"	"HTTP COPY Method Abuse; HTTP LOCK Method Abuse; HTTP MKCOL Method Abuse; HTTP MOVE Method Abuse; HTTP PROPFIND Method Abuse; HTTP PROPPATCH Method Abuse; HTTP SEARCH Method Abuse; HTTP UNLOCK Method Abuse"
"http://en.wikipedia.org/wiki/XML_external_entity"	"51"	"XXE"
"http://eprint.iacr.org/2006/212.pdf"	"249"	"THC-SSL-DoS"
"http://erlend.oftedal.no/blog/?blogid=110"	"6"	"SSJS Injection"
"http://erlend.oftedal.no/blog/?blogid=99"	"98"	"Flash XSS"
"http://erpscan.com/wp-content/uploads/2012/08/SSRF-vs-Businness-critical-applications-whitepaper.pdf"	"48"	"SSRF"
"http://ftp.jaist.ac.jp/pub/sourceforge/o/ow/owasp/Guide/V1.1/OWASPGuideV1.1.1.pdf"	"53"	"Insecure Direct Object Reference"
"http://gaveltechnologies.com/blog/price-manipulation-attacks-when-you-dont-get-paid"	"54"	"Client-Controlled Price Manipulation"
"http://geekmonkey.org/articles/42-the-anatomy-of-an-exploit"	"16"	"PHP preg_replace Abuse"
"http://google-gruyere.appspot.com/part3#3__cross_site_script_inclusion"	"107"	"XSSI"
"http://googleonlinesecurity.blogspot.co.il/2011/05/website-security-for-webmasters.html"	"107"	"XSSI"
"http://guides.rubyonrails.org/security.html"	"49"	"MVC Mass Assignment"
"http://gursevkalra.blogspot.co.il/2012/03/captcha-re-riding-attack.html"	"140"	"CAPTCHA Re-Riding"
"http://gursevkalra.blogspot.co.il/2012/10/bypassing-captchas-by-impersonating.html"	"150"	"CAPTCHA Clipping"
"http://ha.ckers.org/slowloris/"	"247"	"Web Server Thread Occupation"
"http://haacked.com/archive/2008/11/20/anatomy-of-a-subtle-json-vulnerability.aspx/"	"106"	"JSON Hijacking"
"http://haacked.com/archive/2009/06/25/json-hijacking.aspx/"	"106"	"JSON Hijacking"
"http://hakipedia.com/index.php/Buffer_Overflow"	"220"	"Buffer Overflow"
"http://hakipedia.com/index.php/Cross_Site_Request_Forgery"	"108"	"CSRF"
"http://hakipedia.com/index.php/Cross_Site_Scripting"	"94"	"XSS"
"http://hakipedia.com/index.php/Format_String_Attack"	"20"	"Format String Injection"
"http://hakipedia.com/index.php/HTTP_Request_Smuggling"	"50"	"HTTP Request Smuggling"
"http://hakipedia.com/index.php/HTTP_Response_Splitting"	"101"	"HTTP Response Splitting"
"http://hakipedia.com/index.php/Integer_Overflow"	"230"	"Integer Overflow"
"http://hakipedia.com/index.php/LDAP_Injection"	"19"	"LDAP Injection"
"http://hakipedia.com/index.php/Local_File_Inclusion"	"44"	"PHP Local File Inclusion"
"http://hakipedia.com/index.php/Poison_Null_Byte"	"21"	"Null-Byte Injection"
"http://hakipedia.com/index.php/Relative_Path_Traversal"	"40"	"Path Traversal"
"http://hakipedia.com/index.php/Remote_File_Inclusion"	"43"	"PHP Remote File Inclusion"
"http://hakipedia.com/index.php/SQL_Injection"	"1"	"SQL Injection"
"http://hakipedia.com/index.php/Server_Side_Includes"	"5"	"SSI Injection"
"http://hakipedia.com/index.php/Session_Fixation"	"120"	"Session Fixation"
"http://hasc-research.googlecode.com/files/AJAX Hammer - Harnessing AJAX for (Direct) Dynamic CSRF.pdf"	"109"	"Dynamic Ajax CSRF"
"http://heartbleed.com/"	"258"	"HeartBleed"
"http://help.sap.com/abapdocu_740/en/abendyn_call_scrty.htm"	"87"	"ABAP Process Control"
"http://help.sap.com/abapdocu_740/en/abengeneric_prog_scrty.htm"	"17"	"ABAP Injection"
"http://hypersecurity.blogspot.co.il/2009/08/discovering-activex-vulnerabilities.html"	"221"	"Buffer Overflow against Custom Browser Controls"
"http://incompleteness.me/blog/2007/03/05/json-is-not-as-safe-as-people-think-it-is/"	"106"	"JSON Hijacking"
"http://ironshay.com/post/Mass-Assignment-Vulnerability-in-ASPNET-MVC.aspx"	"49"	"MVC Mass Assignment"
"http://itlaw.wikia.com/wiki/Content_injection_attack"	"104"	"Content Spoofing"
"http://jeremiahgrossman.blogspot.co.il/2006/07/origins-of-cross-site-scripting-xss.html"	"94"	"XSS"
"http://jeremiahgrossman.blogspot.co.il/2008/06/what-you-need-to-know-about-http-verb.html"	"71,72"	"Authentication Bypass via HTTP Verb Tampering; Authorization Bypass via HTTP Verb Tampering"
"http://lab.gsi.dit.upm.es/semanticwiki/index.php/Category:Improper_Validation_of_Host-specific_Certificate_Data"	"198"	"Valid Certificate Abuse for Another Domain"
"http://lab.gsi.dit.upm.es/semanticwiki/index.php/Category:Permission_Race_Condition_During_Resource_Copy"	"242"	"Permission Race Condition During Resource Copy"
"http://lab.gsi.dit.upm.es/semanticwiki/index.php/Category:Race_Condition_in_Switch"	"239"	"Switch-Case Race Condition"
"http://lab.gsi.dit.upm.es/semanticwiki/index.php/Category:XEE_(XML_Entity_Expansion)"	"250"	"XML Bomb"
"http://lab.gsi.dit.upm.es/semanticwiki/index.php/Member_Field_Race_Condition"	"236"	"Member Field Race Condition"
"http://lab.gsi.dit.upm.es/semanticwiki/index.php/Session_Prediction"	"139"	"Predictable Session Identifier Abuse"
"http://learning.criticalwatch.com/heartbleed/"	"258"	"HeartBleed"
"http://learning.criticalwatch.com/shellshock/"	"257"	"ShellShock"
"http://lists.webappsec.org/pipermail/websecurity_lists.webappsec.org/2006-February/000836.html"	"103"	"HTTP Response Smuggling"
"http://lucumr.pocoo.org/2012/9/24/websockets-101/"	"275"	"Unauthorized WebSocket Access"
"http://lukenotricks.blogspot.co.il/2009/11/tls-renegotiation-attack-for-impatient.html"	"177"	"SSL Renegotiation"
"http://marc.info/?l=php-internals"	"269"	"Remote Timing Attack"
"http://matasano.com/research/TimeTrial.pdf"	"269"	"Remote Timing Attack"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Argument_Injection_or_Modification"	"80"	"Secret Argument Modification"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Binary_planting"	"121"	"Remote Binary Planting"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Blind_SQL_Injection"	"1"	"SQL Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Buffer_Overflow"	"220"	"Buffer Overflow"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Authentication_Bypass_Using_an_Alternate_Path_or_Channel"	"67"	"Authentication Bypass using an Alternate Path or Channel"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Authentication_Bypass_by_Capture-replay"	"201"	"Session Replay"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Authentication_Bypass_by_Spoofing"	"65"	"Authentication Bypass via IP Spoofing"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Clickjacking"	"111"	"Clickjacking"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Context_Switching_Race_Condition"	"234"	"Context Switching Race Condition"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Cryptographic_Vulnerability"	"169,170"	"Inadequate Storage Encryption Key Strength; Insecure Storage Cryptographic Algorithm"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Executable_Regular_Expression_Error"	"16"	"PHP preg_replace Abuse"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Expired_Pointer_Dereference"	"227"	"Expired Pointer Dereference"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Improper_Access_Control_(Authorization)"	"69"	"Authorization Bypass via Forced Browsing"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Improper_Check_for_Certificate_Revocation"	"197"	"Stolen Revoked Certificate Abuse"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Improper_Following_of_Chain_of_Trust_for_Certificate_Validation"	"199"	"Broken Chain-of-Trust Certificate Abuse"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Improper_Neutralization_of_Special_Elements_used_in_an_OS_Command_('OS_Command_Injection')"	"18"	"OS Command Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Improper_Release_of_Memory_Before_Removing_Last_Reference_('Memory_Leak')"	"225"	"Memory Leak"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Improper_Resolution_of_Path_Equivalence"	"67"	"Authentication Bypass using an Alternate Path or Channel"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Insufficient_Logging"	"159"	"Insufficient Logging Abuse"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Insufficient_Resource_Pool"	"246"	"Database Connection Pool Consumption"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Insufficient_Session_Expiration"	"217"	"Insufficient Session Expiration"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Logging_of_Excessive_Data"	"123"	"Logging of Excessive Data"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Man_in_the_Middle_Attack"	"202"	"MITM"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Missing_Check_for_Certificate_Revocation_after_Initial_Check"	"197"	"Stolen Revoked Certificate Abuse"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Missing_Required_Cryptographic_Step"	"175"	"Missing Required Cryptographic Step"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Password_Brute_Forcing"	"203"	""
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Race_Condition_During_Access_to_Alternate_Channel"	"240"	"Alternate Channel Race Condition"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Race_Condition_Enabling_Link_Following"	"241"	"Link Following Race Condition"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Race_Condition_within_a_Thread"	"243"	"Generic Race Condition within a Thread"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Session_Fixation"	"120"	"Session Fixation"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Signal_Handler_Race_Condition"	"238"	"Single Handler Race Condition"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Time-of-check_Time-of-use_(TOCTOU)_Race_Condition"	"231"	"TOCTTOU Transaction Race Condition"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Use_After_Free"	"222"	"Use After Free"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Weak_Password_Recovery_Mechanism_for_Forgotten_Password"	"156,208"	"Insecure Password Recovery Initiation Destination; Weak Recovery Question Selection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:Weak_Password_Requirements"	"204"	"Weak Password Policy"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Category:XML_Injection_(aka_Blind_XPath_Injection)"	"30"	"XML Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Cross-Site_Flashing"	"100"	"XSF"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Cross-Site_Request_Forgery_(CSRF)"	"108"	"CSRF"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Cross-Site_Scripting_Using_Flash"	"98"	"Flash XSS"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Cross-site_Scripting_(XSS)"	"94"	"XSS"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/DNS_Rebinding"	"114"	"DNS Rebinding"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Data_Leak_Between_Sessions"	"236"	"Member Field Race Condition"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Direct_Static_Code_Injection"	"10,13"	"PHP Injection; Perl Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Double_Free"	"224"	"Double Free"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Exposure_of_Backup_File_to_an_Unauthorized_Control_Sphere"	"78"	"Enumeration of Obsolete and Unreferenced Files"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/External_Entity_Attack"	"51"	"XXE"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Failure_to_check_for_certificate_revocation"	"197"	"Stolen Revoked Certificate Abuse"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Failure_to_deallocate_data"	"225"	"Memory Leak"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Failure_to_follow_chain_of_trust_in_certificate_validation"	"199"	"Broken Chain-of-Trust Certificate Abuse"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Flash_Parameter_Injection"	"99"	"Flash Parameter Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Force_Use_of_Corruped_Files"	"116"	"Unrestricted File Upload"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Forced_Deadlock"	"245"	"Forced Deadlock"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Format_String_Injection"	"20"	"Format String Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Free_of_Memory_not_on_the_Heap"	"229"	"User Controlled Memory Pointer Reference"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Free_of_Pointer_not_at_Start_of_Buffer"	"229"	"User Controlled Memory Pointer Reference"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/HTTP_Request_Smuggling"	"50"	"HTTP Request Smuggling"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/HTTP_Response_Smuggling"	"103"	"HTTP Response Smuggling"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/HTTP_Response_Splitting"	"101"	"HTTP Response Splitting"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/HTTP_Verb_Tampering"	"71,72"	"Authentication Bypass via HTTP Verb Tampering; Authorization Bypass via HTTP Verb Tampering"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/IMAP\SMTP_Command_Injection"	"22,23"	"IMAP Injection; SMTP Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Improper_Clearing_of_Heap_Memory_Before_Release_('Heap_Inspection')"	"229"	"User Controlled Memory Pointer Reference"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Inducing_Account_Lockout"	"118"	"Account Lockout Abuse"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Information_Exposure_through_WSDL_File"	"263"	"WSDL Disclosure"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Information_Leak_Through_Directory_Listing"	"254"	"Directory Listing"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Integer_overflow"	"230"	"Integer Overflow"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/LDAP_injection"	"19"	"LDAP Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Log_injection"	"105"	"Log Forging"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Memory_leak"	"225"	"Memory Leak"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Missing_Authentication_for_Critical_Function"	"68"	"Authentication Bypass via Forced Browsing"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Object_Relational_Mapping_Injection"	"3"	"HQL Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/PHP_Local_File_Inclusion"	"44"	"PHP Local File Inclusion"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/PHP_Remote_File_Inclusion"	"43"	"PHP Remote File Inclusion"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Password_Recovery_Exploitation"	"158"	"Weak Recovery Answer Enumeration"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Path_Manipulation"	"41"	"Path Manipulation"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Path_Traversal"	"40"	"Path Traversal"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Postfix,_Null_Terminate,_and_Backslash"	"21"	"Null-Byte Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Reflection_injection"	"29"	"Reflection Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Repudiation_Attack"	"160"	"Log Repudiation Attack"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Resource_exhaustion"	"256"	"Resource Exhaustion"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Reusing_Session_IDs_(aka_Session_Replay)"	"201"	"Session Replay"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/SOAP_Array_Overflow"	"223"	"SOAP Array Overflow"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/SQL_Injection"	"1"	"SQL Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/SQL_Injection_through_SOAP_Parameter_Tampering"	"1"	"SQL Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Server-Side_Includes_(SSI)_Injection"	"5"	"SSI Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Server_Side_Include_(SSI)_Injection"	"5"	"SSI Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Special_Element_Injection"	"34"	"Special Element Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Trusting_Self-reported_DNS_Name"	"65"	"Authentication Bypass via IP Spoofing"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Trusting_Self-reported_IP_Address"	"65"	"Authentication Bypass via IP Spoofing"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/URL_Redirection_to_Untrusted_Site_('Open_Redirect')"	"96"	"Unvalidated Redirect"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Unrestricted_File_Upload"	"115"	"Malicious File Upload"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Using_Alternative_IP_Address_Encodings"	"66"	"Authentication Bypass via Alternative IP Access"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/Using_Slashes_and_URL_Encoding_Combined_to_Bypass_Validation_Logic"	"42"	"Reverse Proxy Bypass"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/XML_Routing_Detour_Attacks"	"265"	"XML Routing Detour"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/XML_Schema_Poisoning"	"259"	"XML Schema Poisoning"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/XPATH_Injection"	"32"	"XPATH Injection"
"http://minsky.gsi.dit.upm.es/semanticwiki/index.php/XQuery_Injection"	"31"	"XQUERY Injection"
"http://modernperlbooks.com/mt/2012/10/code-injection-with-eval-require.html"	"13,85,86"	"Perl Injection; Perl Local File Inclusion; Perl Remote File Inclusion"
"http://msdn.microsoft.com/en-us/library/aa478975.aspx"	"39,52,88,89,90,91"	"Execution of Dormant Server Controls in Unprotected Callbacks; Execution of Signed Dormant Server Controls via Cache Reuse; Execution of Unsigned Dormant Server Controls; Execution of Unvalidated Dormant Server Controls; Server Control Signed Property Override; Unsigned Server Control Property Injection"
"http://msdn.microsoft.com/en-us/library/aa738652(v=vs.110).aspx"	"201"	"Session Replay"
"http://msdn.microsoft.com/en-us/magazine/ee335713.aspx"	"250"	"XML Bomb"
"http://my.safaribooksonline.com/book/networking/security/0201761769/e-shoplifting/ch10lev1sec2"	"54"	"Client-Controlled Price Manipulation"
"http://netifera.com/research/poet/PaddingOracleBHEU10.pdf"	"176"	"Padding Oracle"
"http://niiconsulting.com/checkmate/2013/05/memcache-exploit/"	"281"	"Memcached Injection"
"http://nob.cs.ucdavis.edu/clinic/situations/tocttou.html"	"231"	"TOCTTOU Transaction Race Condition"
"http://oasam.org/en/oasam/oasam-is-intent-spoofing"	"274"	"Intent Spoof"
"http://oasam.org/en/oasam/oasam-uir-unauthorized-intent-receipt"	"273"	"Intent Intercept"
"http://odetocode.com/blogs/scott/archive/2012/03/11/complete-guide-to-mass-assignment-in-asp-net-mvc.aspx"	"49"	"MVC Mass Assignment"
"http://old.zope.org/Members/jim/ZopeSecurity/ClientSideTrojan/"	"108"	"CSRF"
"http://onsec.ru/onsec-whitepaper-01.eng.pdf"	"110"	"SDRF"
"http://packetstormsecurity.com/files/32815/Divide-and-Conquer-HTTP-Response-Splitting-Whitepaper.html"	"101"	"HTTP Response Splitting"
"http://packetstormsecurity.com/files/author/6903/"	"248"	"HTTP Fragmentation Attack"
"http://packetstormsecurity.com/files/download/33380/Blind_XPath_Injection_20040518.pdf"	"32"	"XPATH Injection"
"http://pentestmonkey.net/blog/direnum"	"206"	"Dir and File Brute Forcing"
"http://perl-begin.org/topics/security/code-markup-injection/"	"13"	"Perl Injection"
"http://php.net/manual/en/function.unserialize.php"	"15"	"PHP Object Injection"
"http://phrack.org/issues/60/10.html#article"	"230"	"Integer Overflow"
"http://prezi.com/6vnl6so07b-c/ajax-hammer/"	"109"	"Dynamic Ajax CSRF"
"http://projects.webappsec.org/w/page/13246915/Brute Force"	"206"	"Dir and File Brute Forcing"
"http://projects.webappsec.org/w/page/13246916/Buffer Overflow"	"220"	"Buffer Overflow"
"http://projects.webappsec.org/w/page/13246917/Content Spoofing"	"104"	"Content Spoofing"
"http://projects.webappsec.org/w/page/13246918/Credential and Session Prediction"	"139"	"Predictable Session Identifier Abuse"
"http://projects.webappsec.org/w/page/13246919/Cross Site Request Forgery"	"108"	"CSRF"
"http://projects.webappsec.org/w/page/13246920/Cross-Site-Scripting"	"94,95"	"DOM XSS; XSS"
"http://projects.webappsec.org/w/page/13246922/Directory Indexing"	"254"	"Directory Listing"
"http://projects.webappsec.org/w/page/13246926/Format String"	"20"	"Format String Injection"
"http://projects.webappsec.org/w/page/13246928/HTTP Request Smuggling"	"50"	"HTTP Request Smuggling"
"http://projects.webappsec.org/w/page/13246930/HTTP Response Smuggling"	"103"	"HTTP Response Smuggling"
"http://projects.webappsec.org/w/page/13246931/HTTP Response Splitting"	"101"	"HTTP Response Splitting"
"http://projects.webappsec.org/w/page/13246938/Insufficient Anti-automation"	"151"	"Missing CAPTCHA Abuse"
"http://projects.webappsec.org/w/page/13246939/Insufficient Authentication"	"68"	"Authentication Bypass via Forced Browsing"
"http://projects.webappsec.org/w/page/13246940/Insufficient Authorization"	"53"	"Insecure Direct Object Reference"
"http://projects.webappsec.org/w/page/13246942/Insufficient Password Recovery"	"156,158,165,208"	"Insecure Password Recovery Initiation Destination; Password Disclosure in Password Recovery; Weak Recovery Answer Enumeration; Weak Recovery Question Selection"
"http://projects.webappsec.org/w/page/13246943/Insufficient Process Validation"	"70"	"Multiphase Process Bypass via Forced Browsing"
"http://projects.webappsec.org/w/page/13246944/Insufficient Session Expiration"	"217"	"Insufficient Session Expiration"
"http://projects.webappsec.org/w/page/13246945/Insufficient Transport Layer Protection"	"187"	"Unencrypted Communication Eavesdropping"
"http://projects.webappsec.org/w/page/13246946/Integer-Overflows"	"230"	"Integer Overflow"
"http://projects.webappsec.org/w/page/13246947/LDAP-Injection"	"19"	"LDAP Injection"
